Age,Cust_segment,Gender,Customer_status,Customer_year,Sale
38,High,F,Active,6,21400.40064
37,High,F,Active,20,29906.40039
51,High,F,Inactive,15,77359.34
23,High,F,Active,4,17914.59961
86,High,M,Inactive,20,25510.22
29,High,F,Active,10,53579.94922
49,High,M,Active,20,55449.19141
22,Low,M,Active,6,90420.68945
45,High,F,Active,18,57303.32813
29,High,M,Active,13,18020.77979
43,High,F,Active,18,57275.82
48,High,F,Active,8,82409.82969
26,High,F,Active,4,6808.200195
31,High,F,Active,15,82240.44141
44,High,F,Active,3,60624.65
49,High,M,Active,6,37738.33106
30,High,F,Active,19,35373.19923
43,High,M,Inactive,20,78277.23804
41,High,F,Active,21,70294.84967
32,High,F,Active,7,20498.85938
23,High,F,Active,10,79414.30101
27,High,F,Active,6,29343.6207
38,High,M,Active,21,18783.17991
49,Low,F,Active,8,29550.80939
28,High,F,Active,1,119205.5234
24,High,F,Active,16,14582.37012
27,High,M,Active,16,12080.42043
24,High,M,Active,5,26805.41
34,Low,F,Active,4,44969.38892
37,High,F,Active,11,92939.08643
32,High,F,Active,19,72786.39941
36,High,M,Active,12,58095.42969
30,High,F,Active,18,158932.9478
41,Low,F,Active,21,28223.75
32,Low,M,Active,8,94175.72168
15,High,M,Active,1,33848.10034
36,High,F,,22,73579.56
20,High,M,Active,6,90011.48375
43,High,M,Active,7,91371.01002
25,High,M,Active,19,143230.8022
21,High,M,Active,5,37378.21045
51,Low,M,Inactive,20,31508.72
28,High,M,Active,10,46903.40039
28,High,F,Active,18,7332.710144
21,High,F,Active,2,22196.93066
32,High,M,Active,6,35439.95157
59,High,F,Active,19,135499.7969
39,High,F,Active,9,87554.2793
26,High,M,Active,16,46114.1889
57,High,F,Active,13,37932
35,High,F,Active,10,32253.52051
38,Low,M,Active,15,32407.94922
65,High,M,Active,22,98243.78125
54,Low,F,Inactive,21,59956.71094
17,High,M,Active,3,5320.820273
55,Low,M,Active,8,19643.7793
44,High,F,Active,21,68351.90625
43,High,F,Active,8,127041.5107
49,High,M,Active,11,9170.600342
58,High,F,Active,10,19760.67004
54,High,M,Active,21,25013.57932
18,High,F,Active,2,31806.28052
23,High,F,Active,15,65802.73935
41,High,F,Active,1,26191.24023
48,High,M,Inactive,6,11005.44019
42,Low,F,Active,21,53387.20953
27,High,M,Active,15,22465.75
18,High,F,Active,4,24349.90063
19,High,F,Active,1,47871.61865
58,High,M,Active,18,16491.30957
41,High,F,Active,2,67845.10156
21,Low,M,Active,15,29964.42032
36,Low,F,Active,9,65341.6416
21,High,F,Active,7,11841.6
41,High,F,Active,15,152919.2314
18,High,F,Active,4,35147.12
36,High,M,Active,9,18870.87
30,High,F,Active,5,28250.70978
43,High,F,Active,18,33075.2002
29,High,F,Active,5,46215.51953
38,Low,F,Active,12,57570.61
34,High,F,Active,15,48078.5918
32,Low,M,Active,20,38431.13924
56,Low,M,Active,7,72909.46753
33,High,F,Active,11,70962.66
12,High,M,Active,3,25347.47
41,High,F,Active,18,25170.7002
68,High,F,Inactive,13,95379.03125
46,High,F,Active,21,93000.28906
37,High,F,Active,10,19765.93018
25,High,F,Active,5,28661.91039
24,High,M,Active,7,128306.7777
41,High,F,Inactive,22,17494.37012
37,High,M,Active,17,68949.74984
34,High,F,Active,20,20106.11
42,High,M,Active,21,45366.89
26,High,M,Active,6,26380.25
46,High,M,Active,9,66277.30078
36,High,M,Active,6,36664.30859
34,High,M,Active,9,45326.76074
12,Low,F,Active,3,88380.88827
44,High,M,Active,2,69225.6803
31,High,M,Active,5,78189.03906
30,High,F,Active,9,21935.90967
38,High,F,Active,6,23245.63916
53,High,F,Active,17,20761.21973
21,High,F,Active,14,66456.83887
49,Low,F,Inactive,20,116860.9
44,High,F,Active,9,55636.85938
35,High,F,Active,9,62075.79114
32,High,M,Active,4,85875.89844
14,High,F,Active,5,56336.06
29,Low,F,Active,8,84584.06125
24,High,F,Active,7,10508.74035
34,Low,M,Active,19,68815
18,High,M,Active,1,36902.16162
13,High,F,Active,6,23415.01953
36,High,F,Inactive,7,31725.2
43,Low,M,Active,17,67016.40625
46,Low,F,Active,9,84330.75971
57,High,M,Active,19,18080.33008
44,High,M,Active,21,9374.620117
21,High,M,Active,11,55345.27046
13,High,F,Active,4,65286.13989
31,High,F,Active,17,67843.55868
23,High,F,Active,3,11666.39014
57,High,F,Active,20,89348.54187
23,High,F,Active,9,54681.76063
49,High,F,Active,6,32988.82
42,Low,F,Active,22,15686.79044
44,Low,M,Active,20,92050.98633
35,High,F,Active,7,42536.34
38,High,M,Active,5,56762.70215
15,High,F,Active,6,14200.66016
28,High,F,Active,2,51812.81016
27,High,F,Active,13,39030.28016
17,High,F,Active,6,21419.38086
54,Low,M,Active,6,67109.65234
31,Low,F,Active,21,59591.6416
30,High,F,Active,20,6501.859766
44,Low,M,Active,8,83846.62938
29,High,F,Active,7,14289.75977
33,High,F,Active,15,34694.71094
29,High,F,Active,18,58309.93187
19,High,F,Active,10,26917.09063
49,High,F,Active,8,42453.03
24,High,F,Active,3,20929.75945
59,High,F,Active,20,149795.9032
29,High,M,Active,8,21797.40039
36,High,M,Active,9,5477.390117
39,High,F,Inactive,11,28969.76953
32,High,F,Active,10,69476.20996
30,High,M,Active,12,52670.89063
32,High,F,Active,14,58178.78906
45,High,M,Active,1,83012.4
34,High,F,Active,16,88032.46
28,High,F,Active,7,22880.91065
26,High,F,Active,7,21287.36011
35,High,F,Active,4,151199.89
25,Low,F,Active,8,93289.43372
17,High,M,Active,1,63994.52
30,High,F,Active,7,76018.13867
35,High,F,Active,9,143384.0176
48,High,F,Active,20,74227.35146
29,Low,F,Active,17,44552.56931
66,Low,F,Active,19,42756.25
33,High,F,Active,13,31423.40076
43,Low,F,Active,22,62708.52149
30,High,F,Active,17,55828.18164
33,High,F,Active,,82918.08008
32,High,F,Active,4,44604.26172
25,High,F,Active,2,11521.07983
59,High,F,Active,19,93537.27997
32,High,F,Active,10,71448.53906
33,High,M,Active,3,22947.23926
38,High,M,Active,19,30531.10034
39,High,M,Active,21,51823.60889
39,Low,M,Active,20,126908.4984
43,Low,M,Active,11,58809.14063
48,Low,M,Active,16,97714.1
24,High,F,Active,2,91527.3894
32,High,F,Active,15,52963.45
26,High,F,Active,16,80690.44342
22,High,F,Active,6,28805.58984
50,High,M,Inactive,10,60346.07129
39,High,M,Active,21,53080.85938
49,Low,F,Active,19,88681.92969
27,High,M,Active,18,62265.71094
23,High,M,Active,9,55600.32275
63,Low,M,Active,21,21202.74023
29,High,M,Active,10,30182.09
31,High,F,Active,2,58231.49023
51,High,F,Active,20,21369.38965
21,Low,M,Active,4,24985.82031
42,High,F,Active,20,26426.02
21,Low,M,Active,17,25070.36914
32,High,F,Active,4,9875.400471
33,High,F,Active,13,52410.88965
16,High,F,Active,3,86404.77344
34,Low,F,Active,18,18256.44037
23,High,F,Active,10,58630.56
29,High,M,Active,21,84381.50781
13,High,F,Active,2,157620.3975
23,High,F,Active,12,26190.8907
35,High,F,Inactive,18,61655.47656
24,High,F,Active,10,19249.53023
25,High,F,Active,7,19216.13055
35,High,F,Active,11,81086.28
29,Low,F,Active,7,160712.5811
32,High,F,Active,11,20530.43005
56,Low,F,Inactive,20,41331.2207
22,High,F,Active,19,35761.49023
37,Low,M,Active,5,108532.7031
24,High,M,Active,6,39704.37109
31,High,M,Active,13,59422.64063
33,High,F,Active,18,55697.57176
38,High,M,Active,10,14525.85994
35,Low,F,Active,8,53903.65064
44,High,M,Active,7,67105.99902
22,High,F,Active,14,28401.48071
34,High,F,Active,10,64572.53
20,High,M,Active,8,23994.58008
29,High,F,Active,20,22658.69997
19,High,F,Active,3,94757.91386
49,High,M,Active,6,27402.58984
41,High,M,Active,9,80413.63062
51,High,M,Active,19,47664.90064
37,Low,M,Active,18,79501.31
39,High,M,Active,4,13825.0098
22,High,F,Active,15,14668.69031
22,High,F,Active,10,41068.40991
38,High,F,Active,11,24390.53938
66,High,F,Active,11,44020.16992
20,High,F,Active,3,101909.07
53,High,M,Inactive,11,79925.82031
11,High,M,Active,5,10736.75031
20,High,F,Active,4,27908.74969
33,Low,F,Active,20,14261.58984
37,High,F,Active,19,22438.68042
28,High,F,Active,20,29759.62927
48,High,F,Active,9,73173.47
40,High,M,Active,10,24351.94922
52,Low,M,Active,21,38044.08984
22,High,M,Active,7,28031.98914
41,High,F,Inactive,11,61609.04
29,High,F,Active,9,46776.65141
54,Low,F,Active,12,71338.6872
35,High,F,Active,11,117017.3965
26,High,M,Active,6,87160.65625
55,High,F,Active,9,83678.81055
42,Low,F,Active,21,56255.72
67,Low,F,Active,22,84951.04688
35,High,F,Active,2,36184.2002
50,High,F,Active,23,24138.12008
21,High,F,Active,7,89050.86719
43,High,F,Active,20,19217.83
27,Low,M,Active,8,93306.04309
38,High,F,Active,15,15639.70953
33,High,F,Active,21,79950.95
30,High,F,Active,6,63289.55
32,High,F,Inactive,17,62025
44,High,F,Inactive,4,33196
35,Low,F,Active,16,36592.21875
23,High,F,Active,5,60072.30078
41,High,F,Active,24,42342.60938
26,High,F,Active,9,34339.81125
34,Low,M,Active,24,43127.82
50,High,M,Active,6,19949.28027
48,High,M,Active,3,13847.26953
58,High,F,Active,11,87833.9523
39,High,F,Active,15,103967.71
52,Low,M,Active,20,27005
23,High,M,Active,13,87826.03125
60,Low,M,Inactive,21,36966.48047
54,Low,F,Active,20,68787.7478
45,High,M,Active,11,89701.13281
23,High,F,Active,19,51191.60059
29,High,F,Active,21,57795.83984
19,High,F,Active,3,22437.37012
24,Low,M,Active,9,84321.55093
26,High,F,Active,2,57675.67875
39,High,F,Active,6,87440.45117
39,High,F,Active,17,19982.51074
35,High,M,Active,6,16056.75
40,High,M,Active,9,42762.89063
21,Low,M,Active,6,18187.76977
59,High,M,Inactive,14,48668.26977
17,High,M,Active,5,16357.42041
40,High,M,Active,8,71603.74121
36,High,F,Active,6,27948.79031
27,High,F,Active,17,46141.07031
22,High,F,Active,20,37857.62952
21,High,F,Active,9,61135.84033
36,High,F,Active,13,16327.41016
39,High,F,Active,19,24489.91992
41,High,M,Active,18,75931.23682
25,High,F,Active,5,28875.64077
58,High,F,Inactive,20,15557.92969
53,High,F,Active,7,30539.67039
27,High,F,Active,11,15788.98043
26,High,M,Active,7,100948.5938
57,Low,F,Active,10,17559.81937
31,High,M,Active,18,13630.84961
31,Low,F,Active,10,108538.4613
34,High,M,Active,15,17909.05994
31,Low,F,Active,18,31441.36035
34,High,F,Active,18,18919.91992
11,High,F,Active,5,38302.05957
53,High,M,Active,22,52747.92047
36,Low,F,Active,20,33235.32
44,Low,F,Active,18,138511.1469
37,High,F,Active,4,63516.07092
27,High,M,Active,7,16451.4501
38,Low,M,Active,7,30555
41,High,M,Active,10,78737.1875
42,High,M,Active,18,20141.42969
35,High,M,Active,21,157276.37
26,High,F,Active,3,28054.87992
24,High,F,Active,8,22491.02051
51,High,M,Active,16,25311.49
72,High,M,Active,21,95550.67188
25,High,F,Active,3,33399.44969
65,High,M,Inactive,8,20511.32031
35,High,M,Active,20,23676.25977
33,High,F,Active,8,20012.73047
43,High,F,Active,18,17954.42969
34,High,F,Active,3,27966.17969
48,Low,M,Inactive,12,51399.08
56,High,M,Active,21,28260.89063
34,Low,F,Active,13,91177.06894
27,High,F,Active,14,22154.03
72,Low,F,Inactive,14,59723.78125
69,High,M,Active,19,75796.68164
22,High,M,Active,14,80824.55093
33,High,M,Active,22,36153.61914
34,High,F,Active,10,62761.15039
51,Low,F,Inactive,18,26777.82938
39,Low,F,Active,13,34228.43944
42,High,M,Active,13,41527.23047
13,High,M,Active,5,16013.06
23,High,F,Active,7,76414.26032
53,High,F,Active,22,29116.88086
21,High,M,Active,6,18474.31984
27,High,F,Active,5,16159.07969
37,High,F,Active,4,40743.81
33,Low,F,Active,13,62340.34938
39,High,M,Active,19,50166.63
26,High,F,Active,2,43934.51953
59,Low,F,Active,8,55827.05078
23,High,F,Active,18,69688.74805
32,High,M,Active,19,40240.16
31,High,M,Active,9,34127.35938
21,High,F,Active,9,28090.11908
22,High,F,Inactive,9,70776.52344
24,Low,F,Active,13,66871.41992
49,High,M,Active,11,16154.76935
27,Low,F,Active,7,134139.7964
59,High,F,Inactive,18,45299.21826
35,High,F,Active,4,65246.79102
11,High,M,Active,7,64819.82
52,High,F,Active,21,94927.84082
23,High,F,Active,19,14435.82047
28,High,M,Active,5,78959.92188
34,High,F,Active,5,51735.94922
68,High,M,Active,21,94769.17969
27,Low,F,Active,15,79147.68628
42,High,F,Active,10,65073.96094
45,High,F,Active,14,44849.71875
42,Low,F,Active,20,64521.08203
16,High,F,Active,5,51849.61035
47,High,M,Active,5,46706.8286
20,High,F,Active,3,20438.35938
48,High,F,Inactive,21,141264.6934
57,Low,F,Inactive,13,73393.9917
59,High,F,Active,13,82773.35938
35,High,F,Active,19,42713.18
49,Low,F,Active,9,64168.36145
49,High,F,Active,11,22011.0105
40,High,M,Active,21,42219.81909
36,High,F,Active,8,56257.65836
37,High,F,Active,1,53106.85938
35,High,F,Active,7,110814.1563
21,High,M,Active,4,13067
48,Low,F,Active,8,25481.72955
22,High,M,Active,8,20975.42953
29,High,M,Active,7,64932.65
50,High,M,Inactive,3,9434.139999
15,High,F,Active,3,33778.70961
50,High,F,Active,7,49688.30078
21,High,F,Active,16,47037.31064
24,High,F,Active,20,63798.29053
31,High,M,Active,6,26970.71997
26,High,M,Active,8,22654.43994
45,High,F,Active,18,69627.28125
33,High,M,Active,13,17797.81003
59,Low,M,Inactive,15,15486.63969
25,High,F,Active,3,27431.25928
33,High,M,Active,21,86699.80859
38,High,F,Active,3,14948.99973
33,Low,M,Active,19,50545.43945
57,Low,F,Inactive,10,61255.12793
59,Low,F,Active,22,78758.63238
38,Low,M,Active,9,89904.46721
48,High,F,Active,13,90085.57813
24,High,F,Inactive,7,16215.93
44,High,M,Active,4,13423.83008
47,High,F,Active,16,21473.32914
55,High,F,Active,21,73256.57178
42,Low,F,Active,17,80666.19043
30,Low,M,Active,15,50727.73828
20,High,F,Active,1,25373.02
37,High,F,Active,,17675.24062
23,High,M,Active,14,20628.51953
31,Low,M,Active,11,85501.11969
39,High,F,Active,6,28000.5293
24,Low,F,Active,17,72890.2925
47,High,M,Active,5,11345.13965
52,High,F,Inactive,7,12903.71
30,Low,M,Active,10,34253.58984
21,High,M,Active,2,31028.2
22,High,F,Active,8,21923.80086
36,High,F,Active,11,79299.27148
41,High,F,Active,8,12442.61963
40,High,F,Active,8,13883.24023
40,High,F,Active,9,36459.87988
31,High,F,Active,10,34374.48999
25,High,F,Active,9,28748.30078
31,Low,M,Active,14,130257.1168
27,High,M,Active,9,72886.6
43,High,M,Active,5,24623.26953
30,High,F,Active,3,20725.14039
54,Low,F,Active,21,11069.75
41,High,F,Active,20,21544.95947
34,High,F,Active,17,45774.14941
53,Low,M,Active,20,55145.6387
22,High,M,Active,6,13161.70996
29,High,M,Active,2,22795.8593
21,Low,F,Active,15,82245.43945
46,Low,F,Active,22,49625.50928
27,Low,M,Active,11,77801.89356
11,High,F,Active,12,56064.22047
19,High,M,Active,3,14485.55
23,High,F,Active,4,92762.92188
42,Low,M,Active,21,63365.72852
34,High,F,Inactive,18,12619.82
21,High,M,Active,8,19468.16992
47,Low,M,Active,22,74815.2207
47,High,F,Active,14,41934.50024
34,High,M,Active,10,6706
39,High,F,Active,16,65438.02719
30,Low,F,Active,14,53949.82062
30,High,M,Active,6,14636.29004
56,High,F,Active,20,29495.33984
45,High,F,Inactive,20,34691.48
25,High,F,Active,8,31184.12988
21,High,M,Active,13,21182.89984
21,High,M,Active,6,67178.41937
46,Low,M,Active,20,44289.56152
51,High,M,Inactive,8,15449.28027
33,High,M,Active,6,30684.34
45,High,M,Active,17,34148.22
52,High,M,Active,19,33957.67188
40,High,M,Inactive,11,13767.45996
54,Low,M,Inactive,21,15193.91992
24,High,M,Active,6,64690.91797
39,Low,M,Active,24,12654.43958
36,High,F,Active,18,26360.08
29,High,F,Active,7,19576.26953
37,High,F,Active,7,27143.66
50,High,F,Active,23,61728.90039
38,Low,F,Active,18,94989.00001
15,High,F,Active,12,44733.96
47,Low,F,Active,7,146385.6409
42,High,F,Active,20,46480.32825
44,Low,F,Active,15,40512.10156
33,Low,F,Active,7,56983.22859
52,High,M,Active,18,23997
22,High,M,Active,6,20947.72022
39,High,F,Active,11,21714.55078
31,High,F,Active,4,22278.48
59,High,M,Inactive,10,31874
33,High,M,Active,6,14848.3396
22,High,F,Active,12,15479.77002
37,High,M,Active,17,46377.28815
34,High,F,Active,19,36413.26
54,Low,F,Active,20,75923.78125
25,High,F,Active,6,35870.24
48,High,F,Active,10,46330.12109
22,High,F,Active,19,38538.08984
11,High,F,Active,1,83811.27283
35,High,M,Active,4,86029.7525
38,High,M,Active,4,17286.59012
36,High,F,Active,14,76470.33252
65,Low,M,Inactive,22,69178.71875
34,High,M,Active,8,41081.98938
32,High,F,Active,16,15198.33008
41,Low,M,Active,12,85649.42188
38,Low,F,Active,6,96632.35687
34,Low,F,Active,10,39958.88891
32,High,F,Active,9,14652.07945
24,High,F,Active,11,11592.47
49,High,F,Active,8,50038.93843
21,Low,F,Active,11,72858.89063
27,High,F,Active,2,23103.81
41,High,F,Active,19,65066.32081
34,Low,F,Active,11,35842.22905
48,High,F,Inactive,7,29443.35
28,High,M,Active,15,23966.81055
23,High,F,Active,3,33668.78894
33,High,F,Active,5,54455.32843
34,High,M,Active,19,78775.63
42,High,F,Inactive,9,59497.15
27,High,M,Active,6,32453.65039
40,High,F,Inactive,8,22854.69054
38,High,F,Active,16,105185.7928
47,High,F,Active,5,37352.61963
36,High,F,Active,15,45715.07153
34,High,F,Active,17,148893.22
35,High,F,Active,18,39865.11914
56,High,F,Active,20,81636.08907
29,High,M,Active,4,83822.84
30,High,F,Active,10,43938.88037
24,Low,F,Active,6,57895.53125
35,Low,F,Active,20,117533.13
46,High,F,Active,11,83500.79883
47,High,F,Active,7,47087.18055
51,High,M,Inactive,23,128911.55
40,High,M,Active,21,34151.96014
29,High,F,Active,7,26630.37988
27,High,F,Active,18,31227.75828
29,High,F,Active,5,75452.91406
43,High,F,Active,9,29697.86914
39,High,F,Active,18,78581.94
49,High,F,Active,21,16886.99023
33,Low,F,Active,7,95691.99902
36,High,F,Inactive,20,12258.76
69,High,M,Inactive,14,19601.40031
31,High,F,Active,13,53206.76172
34,High,F,Active,5,6927.519531
14,High,F,Active,4,42977.08
35,High,F,Active,12,39688.25
49,Low,F,Active,5,48470.41016
13,High,M,Active,9,15159.86914
31,High,F,Active,21,23339.31055
35,High,M,Active,14,94073.67188
22,High,M,Active,15,79761.98656
26,High,M,Active,9,77114.7732
28,High,F,Active,10,32214.8893
45,High,F,Active,10,71353.82025
39,High,M,Active,16,66068.78125
35,High,M,Active,17,45273.5
26,High,F,Active,2,36270.71094
36,High,F,Active,14,81509.91
62,Low,M,Active,20,50651.96875
51,High,M,Inactive,18,70466.55
46,High,F,Active,12,13389.63989
30,High,M,Active,7,24033.34938
43,Low,F,Active,3,82958.88184
34,High,M,Active,18,38242.10938
25,High,M,Active,18,42667.35156
22,High,M,Active,20,47741.5
22,High,F,Active,6,140011.8926
64,Low,F,Inactive,10,52988.04126
37,High,F,Active,6,28614.25
34,High,F,Active,3,94221.16656
63,High,F,Active,21,21092.13965
25,High,F,Active,18,87577.89873
27,High,M,Active,11,35831.06995
23,Low,F,Active,18,78266.48633
32,Low,F,Active,7,60396.96069
52,High,F,Active,18,42828.80981
23,Low,M,Active,12,51589.96204
,High,M,Active,9,21312.86035
28,High,F,Active,15,56497.72141
37,High,M,Active,9,18009.65039
25,High,F,Active,3,65964
40,High,M,Active,23,33215.62012
35,High,F,Active,11,99788.80078
37,High,F,Active,4,73044.02
48,Low,M,Active,18,100049.2374
23,High,F,Active,7,44480.80969
43,High,F,Active,4,76561.03906
37,High,F,Active,16,32874.43895
33,High,F,Active,10,93686.71781
27,High,F,Active,2,28353.5
25,High,F,Active,21,126301.67
40,High,M,Active,12,79848.07617
24,High,F,Active,7,77741.54
31,High,F,Active,8,57117.0293
69,High,F,Inactive,21,51064.62109
39,Low,F,Active,8,16919.36
65,High,M,Active,10,28751.29065
28,High,F,Active,7,76231.4707
33,High,F,Active,14,66898.74117
26,High,F,Active,14,85898.80078
22,High,F,Active,13,64571.5713
34,Low,M,Active,15,45400.59922
34,Low,M,Active,9,96869.33
45,Low,F,Active,10,44948.41016
43,High,M,Active,19,24080.34961
57,Low,F,Active,20,15221.86
45,High,M,Inactive,5,13980
38,High,F,Active,7,43952.93994
54,High,M,Inactive,8,14904.16992
51,High,M,Active,21,10178.83984
34,High,M,Active,10,32086.6202
37,High,F,Active,11,128125.85
23,Low,M,Active,20,33007.66906
36,High,M,Active,13,19621.78027
22,High,M,Active,3,31467.89063
35,High,F,Inactive,18,48348.97
65,High,F,Inactive,5,97302.77344
48,High,M,Active,8,32533.62921
23,High,M,Active,3,34688.53015
21,High,F,Active,9,26991.51914
48,High,F,Active,10,35734.12891
22,High,F,Active,8,17346.27914
14,High,F,Active,11,86884.83936
25,High,F,Active,9,45222.67188
37,Low,M,Active,4,64081.79078
51,Low,F,Active,22,66087.61035
15,High,F,Active,4,46374.30957
26,High,M,Active,13,22392.48047
59,High,F,Active,16,34303.2898
38,High,M,Active,10,14505.68039
59,High,F,Inactive,14,87154.18
35,High,M,Active,18,69241.96973
31,Low,M,Active,22,27459.37036
32,Low,F,Active,12,12153.86961
48,High,F,Active,11,17431.29004
43,High,F,Active,20,79594.02625
26,High,M,Active,13,104351.08
44,High,M,Active,20,49285.87891
38,High,F,Active,20,98279.66
49,High,M,Active,17,20778.80078
29,High,F,Active,13,48111.33984
36,High,M,Active,13,27969.23047
37,High,F,Active,6,43650.73145
21,High,F,Active,12,39452.65039
70,High,M,Active,22,96594.20787
35,High,F,Active,12,49612.91016
27,High,M,Active,8,70985.59
47,Low,F,Active,5,8897.709961
36,High,M,Inactive,5,9398
29,High,F,Active,17,96114.47778
35,High,F,Active,13,16565.47085
30,High,F,Active,7,38399.83002
44,High,F,Active,7,93684.91211
48,Low,M,Active,4,99859.52344
16,High,F,Active,16,95842.86914
27,High,F,Active,7,60112.60828
29,High,F,Active,7,34544.4588
45,High,M,Active,24,24394.88086
31,High,F,Active,13,12285.07007
21,High,F,Active,20,29546.69
53,Low,M,Active,11,41112.96906
57,High,M,Active,21,54305.96094
19,High,F,Active,3,13044.09984
53,High,F,Inactive,20,15752.46055
58,Low,F,Inactive,13,18802.68018
51,Low,M,Active,21,78274.5
32,Low,F,Inactive,18,13864.97009
25,High,F,Active,5,52866.61167
37,High,M,Active,16,77812.11719
32,High,F,Active,7,12949.83035
36,High,M,Active,7,61782.83984
32,High,F,Active,10,84323.78076
42,High,F,Active,19,18423.80908
39,High,F,Active,8,25029.87994
18,High,F,Active,6,23079.31
21,Low,M,Active,17,47220.06934
53,Low,F,Inactive,16,45513.72
27,High,F,Active,11,59649.90039
49,High,F,Inactive,19,21176.28
38,High,F,Active,2,96346.49219
51,High,M,Inactive,12,24088.09998
35,Low,F,Active,10,149712.2619
36,Low,M,Active,16,66589.69499
41,High,M,Active,23,23100.21045
32,High,F,Active,10,51084.99121
43,High,M,Active,20,17656.18945
38,High,F,Active,11,44749.11914
33,High,F,Active,21,64331.86133
38,High,F,Active,3,78992.06
64,Low,F,Inactive,20,58473.19922
40,High,M,Active,14,23112.90039
48,High,F,Active,5,19207.49086
34,High,F,Active,5,64970.22168
24,Low,M,Active,13,22048
35,High,F,Active,10,25784.45
36,High,F,Active,12,55378.82813
22,High,F,Active,16,75328.91844
41,Low,F,Active,7,80979.36875
21,Low,F,Active,19,59430.23047
38,High,F,Active,8,80441.08
23,High,F,Active,5,26685.3501
29,High,F,Active,10,21571.74906
32,High,M,Active,19,39025.90991
51,High,M,Inactive,20,77056.88281
33,High,F,Active,12,35182.82628
38,High,M,Active,6,42651.00061
26,High,M,Active,11,33309.30025
51,Low,F,Active,22,103384.6602
79,Low,M,Active,16,24764.08984
21,High,F,Active,7,53873.00977
11,High,M,Active,4,119492.8477
27,Low,M,Active,14,79307.8125
34,High,M,Active,11,31618.11939
25,High,M,Active,11,24616.11992
48,High,M,Active,20,88869.77783
61,Low,M,Active,22,97875.4082
57,High,F,Active,19,38362.78125
39,High,F,Active,18,98108.25061
32,High,F,Active,12,82834.14258
56,High,F,Active,18,42070.33106
36,Low,F,Active,18,70514.2895
39,High,F,Active,10,83425.92188
41,High,M,Active,18,65853.03125
29,Low,M,Active,15,101625.25
42,Low,M,Active,18,97403.30689
59,High,F,Inactive,14,24910.23944
41,High,M,Active,21,35574.77939
30,High,F,Active,6,77384.5517
44,High,F,Active,16,22522.10016
38,High,F,Active,9,47129.51891
49,High,M,Active,18,19833.66016
24,High,F,Active,17,26382.4693
51,High,F,Active,4,47366.83984
33,High,F,Active,12,33997.80078
14,High,M,Active,1,54804.40039
40,High,F,Active,10,65616.92926
22,High,F,Active,8,24421.75977
35,High,M,Active,6,85760.45
60,Low,F,Active,13,32707.51
37,High,F,Active,5,97700.46684
33,High,M,Active,15,26801.76078
36,High,F,Active,2,28436.76
21,High,F,Active,4,27250.2207
39,High,F,Active,17,23375.05078
21,High,F,Active,4,110967.042
40,Low,F,Active,13,50845.95
30,Low,F,Active,12,10576.44043
21,High,F,Active,21,95828.27
63,High,M,Active,21,45206.80859
24,High,F,Active,6,85596.86719
33,High,M,Active,5,9979.19
38,High,M,Active,6,47659.07016
34,High,M,Active,18,85085.7666
66,Low,M,Inactive,21,66517.73828
43,High,F,Active,21,25339.74072
38,High,F,Active,13,31501.66992
18,High,F,Active,7,77984.89368
37,High,F,Active,6,87491.89
27,High,M,Active,12,33890.15137
22,High,F,Active,11,77703.98828
36,High,F,Active,10,82772.05989
21,Low,F,Active,13,59412.85938
29,High,F,Active,21,47439.29981
56,Low,M,Inactive,19,12059.51001
31,Low,M,Active,6,27359.25977
19,High,F,Active,5,139157.21
46,Low,M,Active,19,14678.30029
39,High,M,Active,20,42599.25
49,High,M,Active,13,96273.82813
24,High,F,Active,11,12340.63965
18,High,M,Active,4,37507.17879
47,High,F,Active,,79959.36
38,High,M,Active,22,90658.53125
46,High,M,Active,6,102925.4422
28,High,M,Active,11,89832.79795
44,High,F,Active,22,29362.32068
,High,F,Active,3,29563.34039
41,Low,F,Active,4,55565.77949
47,High,F,Active,17,33169.05993
55,Low,M,Inactive,14,19127.74
44,High,M,Active,11,23477.97031
39,Low,F,Active,6,45311.75195
33,High,F,Active,20,96059.0791
22,High,F,,13,41575.62938
31,High,M,Active,6,33547.24
46,Low,F,,20,58280.05957
25,High,F,Active,5,78201.06
33,High,F,Active,15,35753.08984
16,High,F,Active,2,25453.39
29,High,F,Active,3,48628.35083
52,High,M,Active,21,37371.45935
29,High,F,Active,4,13542.70972
29,High,M,Active,4,23056.63086
26,High,M,Active,17,65750.85938
35,High,M,Active,10,47569.43945
34,High,F,Active,15,65671.78003
19,High,M,Active,13,79790.94141
48,High,M,Inactive,18,22229.17
32,High,F,Active,21,82612.85
28,High,M,Active,3,56945.76953
57,Low,F,Inactive,9,88072.10938
21,Low,M,Active,12,39148.55078
37,High,F,Active,5,52825.56102
44,High,F,Inactive,4,17799
25,High,M,Active,10,17923.12977
56,High,M,Inactive,22,16987.52002
26,High,F,Active,18,54811.34125
36,High,F,Active,5,149963.98
28,High,F,Active,9,138113.89
31,High,M,Active,17,43959.44078
37,High,F,Active,8,84417.25
22,High,M,Active,2,41662.39844
41,High,M,Active,22,60772.99365
33,Low,M,Active,19,83590.00705
39,High,F,Active,6,96548.77344
52,High,M,Active,21,57004.47969
66,Low,M,Inactive,20,83983.60156
21,High,F,Active,3,32051.65039
33,Low,F,Active,7,93577.42879
