customer_id,Age,Occupation,Location,Status,Income,Car Segment,Car_Type,Flag_Customer_NPL
1100001259,22,Self Employee,Central,Married,17520,Pickup,New Car,0
1100001260,24,Farmer,Central,Single,19049,Eco Car,Used Car,0
1100001261,25,Farmer,North-east,Single,10069,SUV,Used Car,0
1100001262,20,Self Employee,South,Single,15949,Eco Car,Used Car,0
1100001263,27,Farmer,North,Married,15258,Pickup,Used Car,0
1100001264,26,Salary,Central,Single,15121,SUV,New Car,0
1100001265,20,Salary,North,Single,15118,SUV,New Car,1
1100001266,34,Self Employee,North,Single,26150,SUV,Used Car,1
1100001267,20,Salary,Central,Single,14798,Eco Car,New Car,0
1100001268,20,Self Employee,Central,Single,15093,Pickup,New Car,0
1100001269,34,Self Employee,Central,Married,43949,SUV,New Car,1
1100001270,28,Farmer,Central,Single,16979,Eco Car,Used Car,0
1100001271,25,Farmer,North-east,Single,16411,Pickup,New Car,0
1100001272,35,Salary,North,Married,53530,SUV,New Car,1
1100001273,30,Farmer,Central,Married,45349,SUV,New Car,1
1100001274,27,Self Employee,North,Single,11024,Eco Car,Used Car,0
1100001275,27,Farmer,North,Single,19288,Pickup,New Car,0
1100001276,25,Self Employee,North,Married,10279,Eco Car,Used Car,0
1100001277,23,Salary,North,Single,15587,Luxury,Used Car,1
1100001278,35,Salary,South,Single,37807,Eco Car,Used Car,0
1100001279,46,Salary,Central,Married,106283,SUV,New Car,0
1100001280,34,Farmer,Central,Married,41181,Eco Car,New Car,0
1100001281,30,Farmer,Central,Married,54290,SUV,New Car,0
1100001282,34,Farmer,Central,Single,39051,Luxury,Used Car,0
1100001283,31,Self Employee,Central,Single,43194,Pickup,Used Car,0
1100001284,21,Self Employee,Central,Single,12120,SUV,Used Car,0
1100001285,36,Salary,South,Single,62471,Eco Car,Used Car,0
1100001286,12,Salary,North-east,Single,14459,SUV,New Car,0
1100001287,21,Farmer,North,Single,16083,Eco Car,New Car,0
1100001288,17,Salary,Central,Single,14976,Pickup,New Car,0
1100001289,20,Salary,Central,Single,15120,SUV,Used Car,0
1100001290,30,Farmer,Central,Married,50315,Luxury,New Car,0
1100001291,22,Salary,North-east,Single,13669,SUV,Used Car,0
1100001292,43,Salary,South,Married,145882,Pickup,New Car,0
1100001293,35,Farmer,North-east,Single,35269,Eco Car,Used Car,0
1100001294,18,Salary,North,Married,15988,SUV,Used Car,0
1100001295,28,Salary,North-east,Single,14045,Eco Car,New Car,0
1100001296,30,Salary,Central,Single,45245,Luxury,Used Car,0
1100001297,20,Salary,Central,Single,15842,Pickup,Used Car,0
1100001298,28,Farmer,North-east,Single,17705,Eco Car,New Car,0
1100001299,29,Farmer,North-east,Single,13216,Eco Car,Used Car,0
1100001300,26,Farmer,South,Single,18358,Eco Car,Used Car,0
1100001301,22,Self Employee,South,Married,15591,SUV,New Car,1
1100001302,21,Self Employee,North-east,Single,14552,Eco Car,Used Car,0
1100001303,37,Salary,Central,Married,68011,Pickup,Used Car,0
1100001304,24,Self Employee,North,Married,14842,Luxury,New Car,1
1100001305,29,Salary,North,Married,19159,Eco Car,New Car,0
1100001306,21,Farmer,North-east,Married,15058,Eco Car,Used Car,0
1100001307,26,Salary,Central,Single,15544,Eco Car,New Car,0
1100001308,17,Salary,North-east,Married,14024,SUV,New Car,1
1100001309,35,Farmer,South,Single,47141,SUV,Used Car,0
1100001310,39,Salary,North-east,Single,57188,Pickup,New Car,0
1100001311,29,Salary,North-east,Married,16098,Eco Car,New Car,0
1100001312,30,Farmer,North-east,Single,49188,Eco Car,Used Car,0
1100001313,24,Salary,North-east,Married,17414,Eco Car,New Car,0
1100001314,36,Self Employee,North-east,Single,70284,Eco Car,Used Car,0
1100001315,25,Farmer,Central,Single,12354,SUV,Used Car,0
1100001316,29,Salary,North-east,Married,11285,Eco Car,New Car,0
1100001317,35,Farmer,Central,Single,73269,Eco Car,Used Car,0
1100001318,32,Salary,North-east,Single,29226,Eco Car,Used Car,0
1100001319,28,Self Employee,North-east,Married,15061,Pickup,Used Car,0
1100001320,27,Self Employee,Central,Married,17353,Eco Car,Used Car,0
1100001321,35,Salary,North-east,Married,43679,Pickup,Used Car,0
1100001322,21,Farmer,North-east,Married,16260,Eco Car,Used Car,0
1100001323,28,Farmer,South,Married,16387,Pickup,Used Car,0
1100001324,25,Self Employee,North-east,Single,14650,Eco Car,Used Car,0
1100001325,19,Farmer,North,Married,15473,SUV,New Car,1
1100001326,40,Self Employee,North,Single,97199,Pickup,Used Car,0
1100001327,36,Self Employee,South,Married,56542,Pickup,New Car,0
1100001328,38,Salary,Central,Single,61687,Eco Car,New Car,0
1100001329,19,Farmer,Central,Married,15359,Eco Car,Used Car,0
1100001330,29,Salary,Central,Single,13363,Eco Car,Used Car,0
1100001331,19,Salary,Central,Single,14808,Luxury,New Car,0
1100001332,23,Self Employee,North-east,Married,11939,Eco Car,New Car,0
1100001333,30,Self Employee,Central,Single,52268,Eco Car,Used Car,0
1100001334,31,Self Employee,Central,Single,39260,Luxury,Used Car,0
1100001335,37,Self Employee,Central,Married,37614,Eco Car,Used Car,0
1100001336,45,Salary,South,Single,119518,Luxury,New Car,0
1100001337,34,Farmer,Central,Married,28036,Pickup,Used Car,0
1100001338,29,Salary,North,Married,14737,Pickup,Used Car,0
1100001339,19,Farmer,South,Single,15651,Eco Car,Used Car,0
1100001340,30,Farmer,North,Married,51379,Eco Car,Used Car,0
1100001341,27,Farmer,Central,Single,14300,SUV,Used Car,0
1100001342,40,Farmer,Central,Single,104805,Pickup,New Car,0
1100001343,42,Salary,North,Married,83176,Eco Car,Used Car,0
1100001344,22,Salary,Central,Single,14814,Eco Car,Used Car,0
1100001345,25,Salary,North,Single,17222,Eco Car,New Car,0
1100001346,15,Salary,North-east,Single,14242,Eco Car,New Car,0
1100001347,28,Farmer,North-east,Single,19565,Eco Car,Used Car,0
1100001348,35,Self Employee,South,Single,53516,Pickup,New Car,0
1100001349,47,Salary,South,Single,71246,Pickup,Used Car,0
1100001350,24,Self Employee,North-east,Single,18247,Eco Car,Used Car,0
1100001351,20,Salary,South,Married,14836,Eco Car,New Car,0
1100001352,27,Salary,North-east,Single,11859,Pickup,Used Car,0
1100001353,23,Farmer,North-east,Married,16084,SUV,New Car,0
1100001354,34,Salary,North-east,Single,39332,Luxury,Used Car,0
1100001355,42,Farmer,Central,Single,111965,Eco Car,Used Car,0
1100001356,31,Salary,North-east,Single,68881,SUV,Used Car,0
1100001357,35,Farmer,Central,Single,27396,Pickup,Used Car,0
1100001358,30,Salary,North-east,Single,54132,Eco Car,Used Car,0
1100001359,20,Self Employee,North-east,Single,15511,Eco Car,Used Car,0
1100001360,29,Self Employee,Central,Single,16404,SUV,Used Car,0
1100001361,25,Self Employee,Central,Single,19426,Pickup,New Car,0
1100001362,22,Farmer,Central,Single,14032,Luxury,Used Car,0
1100001363,18,Farmer,North-east,Married,15478,Luxury,Used Car,1
1100001364,20,Self Employee,North,Single,15605,Eco Car,New Car,0
1100001365,24,Self Employee,South,Married,19993,Eco Car,New Car,0
1100001366,21,Salary,North,Married,14964,SUV,New Car,1
1100001367,47,Salary,North,Single,77083,Eco Car,New Car,0
1100001368,31,Salary,Central,Married,57087,SUV,Used Car,0
1100001369,31,Salary,North,Married,47454,Pickup,New Car,0
1100001370,33,Farmer,South,Married,61183,Pickup,New Car,0
1100001371,38,Salary,North,Single,66589,Pickup,New Car,0
1100001372,27,Salary,Central,Single,18049,Pickup,New Car,0
1100001373,27,Farmer,North-east,Married,15802,SUV,New Car,1
1100001374,40,Farmer,Central,Single,110159,Luxury,New Car,0
1100001375,35,Self Employee,Central,Single,43114,Luxury,New Car,0
1100001376,37,Farmer,Central,Single,60444,SUV,Used Car,0
1100001377,24,Self Employee,North-east,Single,13842,Eco Car,Used Car,0
1100001378,19,Farmer,Central,Married,15752,SUV,New Car,1
1100001379,23,Salary,North,Married,16277,Eco Car,Used Car,0
1100001380,28,Self Employee,Central,Married,19570,Pickup,New Car,0
1100001381,29,Salary,Central,Single,12738,Luxury,Used Car,0
1100001382,38,Salary,North,Single,44762,Eco Car,Used Car,0
1100001383,42,Farmer,Central,Married,65804,SUV,Used Car,0
1100001384,14,Salary,South,Single,14971,Eco Car,Used Car,0
1100001385,27,Farmer,Central,Married,10960,Pickup,New Car,0
1100001386,34,Salary,North-east,Married,72968,Pickup,New Car,0
1100001387,22,Farmer,Central,Married,19128,Pickup,New Car,0
1100001388,34,Salary,Central,Single,52422,Pickup,Used Car,0
1100001389,26,Farmer,South,Single,14089,Eco Car,Used Car,0
1100001390,37,Farmer,South,Single,69057,Pickup,Used Car,0
1100001391,21,Farmer,South,Single,17325,Eco Car,Used Car,0
1100001392,29,Farmer,North,Single,10664,Pickup,Used Car,0
1100001393,26,Farmer,North,Single,11389,Pickup,Used Car,0
1100001394,36,Self Employee,North,Married,61013,Eco Car,Used Car,0
1100001395,25,Self Employee,North-east,Single,11297,SUV,New Car,1
1100001396,24,Farmer,North,Single,10170,Eco Car,Used Car,0
1100001397,17,Salary,North-east,Married,14439,Pickup,New Car,0
1100001398,18,Salary,Central,Single,14637,Luxury,Used Car,0
1100001399,26,Farmer,Central,Single,17266,Luxury,New Car,0
1100001400,44,Farmer,Central,Single,54308,Eco Car,Used Car,0
1100001401,33,Farmer,Central,Single,52915,Eco Car,Used Car,0
1100001402,29,Salary,Central,Married,10331,Luxury,New Car,0
1100001403,29,Farmer,Central,Married,16876,Eco Car,Used Car,0
1100001404,33,Farmer,South,Single,41040,Eco Car,Used Car,0
1100001405,19,Farmer,Central,Single,15537,Pickup,Used Car,0
1100001406,29,Self Employee,Central,Single,18517,Eco Car,New Car,0
1100001407,28,Farmer,North,Single,14012,Eco Car,Used Car,0
1100001408,30,Self Employee,Central,Single,46243,Eco Car,Used Car,0
1100001409,19,Farmer,Central,Married,14026,Luxury,New Car,0
1100001410,34,Salary,North,Single,66702,Pickup,Used Car,0
1100001411,34,Farmer,North-east,Single,71758,Pickup,New Car,0
1100001412,25,Salary,North-east,Married,14417,Pickup,New Car,0
1100001413,49,Salary,North,Married,86414,Eco Car,Used Car,0
1100001414,26,Farmer,South,Single,11879,Pickup,New Car,0
1100001415,35,Farmer,Central,Single,46707,SUV,New Car,0
1100001416,38,Farmer,Central,Married,68335,Luxury,Used Car,0
1100001417,15,Salary,Central,Married,15888,SUV,New Car,0
1100001418,34,Self Employee,Central,Single,28894,Luxury,New Car,0
1100001419,35,Farmer,North-east,Single,33536,Eco Car,New Car,0
1100001420,28,Salary,Central,Married,10556,Eco Car,Used Car,0
1100001421,25,Farmer,South,Married,18481,Pickup,New Car,0
1100001422,25,Self Employee,South,Single,11934,SUV,New Car,0
1100001423,30,Farmer,North,Single,49613,Luxury,Used Car,0
1100001424,23,Salary,North,Married,19615,Pickup,Used Car,0
1100001425,24,Self Employee,Central,Single,19441,Eco Car,Used Car,0
1100001426,32,Farmer,North-east,Married,72633,Eco Car,Used Car,0
1100001427,30,Farmer,South,Single,48493,Eco Car,Used Car,0
1100001428,24,Farmer,North-east,Single,10498,SUV,Used Car,1
1100001429,21,Salary,South,Married,10510,Pickup,Used Car,0
1100001430,29,Farmer,North-east,Married,10278,Eco Car,New Car,0
1100001431,25,Farmer,North-east,Married,13635,SUV,New Car,0
1100001432,27,Salary,Central,Single,13214,Luxury,Used Car,0
1100001433,18,Farmer,South,Single,15121,Pickup,Used Car,0
1100001434,33,Farmer,North-east,Married,48492,Pickup,Used Car,0
1100001435,28,Farmer,Central,Married,17374,Eco Car,Used Car,0
1100001436,38,Salary,North-east,Married,65569,Eco Car,New Car,0
1100001437,25,Self Employee,North,Single,18927,Eco Car,New Car,0
1100001438,26,Salary,Central,Single,12169,SUV,Used Car,0
1100001439,29,Farmer,Central,Single,16224,Pickup,Used Car,0
1100001440,36,Salary,Central,Single,54003,Eco Car,Used Car,0
1100001441,24,Self Employee,North,Single,13543,Luxury,Used Car,1
1100001442,28,Self Employee,Central,Single,17927,Eco Car,New Car,0
1100001443,38,Salary,Central,Single,31161,Pickup,Used Car,0
1100001444,42,Farmer,North,Married,133933,Pickup,Used Car,0
1100001445,39,Self Employee,Central,Single,26183,Eco Car,New Car,0
1100001446,28,Salary,North,Married,10072,SUV,New Car,1
1100001447,33,Salary,South,Single,30058,Luxury,Used Car,0
1100001448,43,Farmer,North-east,Married,91132,Pickup,New Car,0
1100001449,28,Farmer,Central,Single,12848,Eco Car,Used Car,0
1100001450,23,Farmer,North-east,Married,14738,Eco Car,New Car,0
1100001451,24,Farmer,Central,Single,17521,Eco Car,Used Car,0
1100001452,25,Salary,North-east,Single,19108,Luxury,Used Car,0
1100001453,32,Self Employee,North-east,Single,26818,Pickup,Used Car,0
1100001454,32,Salary,North,Single,43358,Eco Car,Used Car,0
1100001455,47,Salary,South,Single,83912,Pickup,Used Car,0
1100001456,17,Salary,North-east,Single,15340,SUV,New Car,1
1100001457,23,Self Employee,North-east,Single,13596,Pickup,Used Car,0
1100001458,43,Salary,North,Single,110220,Eco Car,Used Car,0
1100001459,21,Farmer,Central,Married,11698,SUV,New Car,0
1100001460,39,Salary,North,Single,47612,Luxury,Used Car,0
1100001461,25,Farmer,South,Married,19176,Eco Car,Used Car,0
1100001462,28,Self Employee,North-east,Single,13046,Pickup,New Car,0
1100001463,31,Farmer,Central,Single,63763,Pickup,Used Car,0
1100001464,26,Farmer,North,Married,19836,SUV,Used Car,0
1100001465,20,Salary,North,Single,14607,Pickup,New Car,0
1100001466,32,Salary,South,Married,40999,Eco Car,New Car,0
1100001467,35,Salary,North-east,Single,36420,Pickup,Used Car,0
1100001468,19,Salary,South,Single,14102,SUV,New Car,0
1100001469,32,Self Employee,North,Single,34031,Eco Car,New Car,0
1100001470,26,Self Employee,North-east,Single,13098,SUV,Used Car,0
1100001471,36,Farmer,North,Married,41979,SUV,Used Car,1
1100001472,22,Farmer,Central,Single,19182,Pickup,Used Car,0
1100001473,34,Salary,Central,Single,33719,Eco Car,Used Car,0
1100001474,41,Salary,North-east,Single,107797,Eco Car,New Car,0
1100001475,28,Farmer,North-east,Married,11611,SUV,New Car,0
1100001476,37,Farmer,Central,Single,61474,Eco Car,Used Car,0
1100001477,41,Farmer,Central,Single,105870,SUV,Used Car,0
1100001478,20,Farmer,South,Married,15742,Eco Car,New Car,0
1100001479,29,Farmer,Central,Married,10984,SUV,Used Car,0
1100001480,37,Farmer,North-east,Married,37670,SUV,Used Car,0
1100001481,35,Salary,Central,Married,59548,Eco Car,Used Car,0
1100001482,25,Self Employee,North,Single,19559,Eco Car,New Car,0
1100001483,23,Salary,North-east,Single,19279,SUV,Used Car,0
1100001484,25,Farmer,North-east,Married,19730,Pickup,New Car,0
1100001485,20,Self Employee,North,Married,15706,Pickup,New Car,0
1100001486,43,Farmer,North-east,Married,148414,Eco Car,New Car,0
1100001487,35,Farmer,North-east,Single,74966,Pickup,Used Car,0
1100001488,31,Salary,South,Married,35493,SUV,New Car,0
1100001489,42,Farmer,Central,Married,138909,Pickup,Used Car,0
1100001490,19,Farmer,Central,Married,15947,Luxury,Used Car,0
1100001491,26,Salary,Central,Single,15709,Eco Car,Used Car,0
1100001492,17,Farmer,North-east,Married,15848,Eco Car,Used Car,0
1100001493,29,Salary,Central,Single,18749,SUV,Used Car,0
1100001494,28,Self Employee,Central,Single,17280,SUV,New Car,0
1100001495,28,Salary,Central,Married,11370,Eco Car,Used Car,0
1100001496,35,Salary,Central,Married,34888,Eco Car,New Car,0
1100001497,19,Farmer,North-east,Single,14027,SUV,New Car,1
1100001498,59,Farmer,South,Married,171716,SUV,New Car,0
1100001499,23,Self Employee,North,Single,10738,Eco Car,New Car,0
1100001500,29,Farmer,North,Single,18415,Eco Car,New Car,0
1100001501,36,Salary,North-east,Single,58137,Pickup,Used Car,0
1100001502,20,Farmer,North-east,Single,14019,Luxury,Used Car,0
1100001503,39,Farmer,North,Single,40662,Eco Car,New Car,0
1100001504,29,Salary,North,Married,18771,Eco Car,Used Car,0
1100001505,45,Salary,South,Single,110928,Eco Car,New Car,0
1100001506,23,Farmer,Central,Married,17372,Eco Car,New Car,0
1100001507,26,Salary,Central,Single,11660,Eco Car,Used Car,0
1100001508,33,Salary,Central,Single,71486,Pickup,Used Car,0
1100001509,28,Salary,North-east,Single,18014,Luxury,New Car,1
1100001510,35,Salary,South,Married,49946,Pickup,Used Car,0
1100001511,38,Salary,South,Married,63117,Eco Car,Used Car,0
1100001512,28,Farmer,South,Single,17386,Luxury,Used Car,0
1100001513,22,Salary,North,Single,11527,SUV,Used Car,1
1100001514,34,Self Employee,Central,Single,62670,Luxury,Used Car,0
1100001515,30,Salary,Central,Single,48016,Luxury,New Car,0
1100001516,28,Salary,South,Single,11210,Eco Car,Used Car,0
1100001517,34,Salary,North,Single,26642,SUV,Used Car,1
1100001518,22,Farmer,North,Married,18746,Luxury,New Car,1
1100001519,28,Farmer,South,Single,14550,SUV,New Car,1
1100001520,24,Self Employee,North,Single,15745,SUV,Used Car,1
1100001521,32,Farmer,South,Married,54533,Eco Car,Used Car,0
1100001522,19,Farmer,South,Single,15682,Pickup,New Car,0
1100001523,26,Salary,North-east,Single,11354,Eco Car,New Car,0
1100001524,43,Salary,North,Single,81595,Eco Car,Used Car,0
1100001525,25,Salary,North-east,Single,18015,Luxury,Used Car,0
1100001526,32,Farmer,Central,Married,28651,Eco Car,New Car,0
1100001527,25,Salary,Central,Single,15580,Pickup,Used Car,0
1100001528,26,Farmer,North-east,Single,10275,Luxury,New Car,0
1100001529,27,Farmer,Central,Single,10040,Pickup,Used Car,0
1100001530,38,Salary,North,Single,73370,SUV,Used Car,0
1100001531,48,Self Employee,Central,Married,63181,Eco Car,Used Car,0
1100001532,16,Salary,Central,Single,15235,Eco Car,Used Car,0
1100001533,24,Salary,Central,Single,14425,Pickup,Used Car,0
1100001534,27,Salary,North-east,Single,14577,Eco Car,Used Car,0
1100001535,32,Farmer,Central,Single,37213,Eco Car,Used Car,0
1100001536,34,Farmer,Central,Married,74226,Pickup,New Car,0
1100001537,17,Farmer,North,Single,14340,Luxury,New Car,1
1100001538,28,Self Employee,Central,Married,13943,SUV,New Car,0
1100001539,30,Farmer,North-east,Married,46638,Pickup,Used Car,0
1100001540,23,Farmer,Central,Married,15268,Pickup,New Car,0
1100001541,21,Self Employee,North-east,Single,11449,SUV,New Car,1
1100001542,29,Farmer,North,Married,19254,Pickup,Used Car,0
1100001543,16,Farmer,North,Single,14626,Luxury,New Car,1
1100001544,22,Farmer,Central,Married,16999,Eco Car,New Car,0
1100001545,27,Farmer,North,Single,11222,SUV,New Car,0
1100001546,33,Salary,Central,Single,35015,Pickup,Used Car,0
1100001547,35,Self Employee,North,Married,50743,Pickup,New Car,0
1100001548,34,Self Employee,Central,Married,74734,Eco Car,Used Car,0
1100001549,19,Self Employee,North-east,Married,15876,Pickup,Used Car,0
1100001550,31,Salary,North,Single,29907,Eco Car,New Car,0
1100001551,33,Salary,North-east,Married,41446,SUV,New Car,0
1100001552,30,Self Employee,North,Married,45712,Pickup,New Car,0
1100001553,29,Farmer,North-east,Single,18698,Pickup,Used Car,0
1100001554,28,Salary,North,Single,14643,Pickup,New Car,0
1100001555,21,Salary,North-east,Single,16141,Eco Car,Used Car,0
1100001556,25,Salary,North,Single,17591,Pickup,New Car,0
1100001557,36,Farmer,North-east,Single,63730,Eco Car,Used Car,0
1100001558,27,Self Employee,North-east,Married,13759,Pickup,Used Car,0
1100001559,22,Salary,Central,Single,15141,Pickup,Used Car,0
1100001560,30,Farmer,Central,Single,45470,SUV,New Car,0
1100001561,19,Farmer,South,Married,14889,Luxury,Used Car,0
1100001562,37,Salary,North,Single,27732,Eco Car,New Car,0
1100001563,25,Farmer,North-east,Married,16239,Eco Car,Used Car,0
1100001564,41,Salary,North-east,Single,65304,Pickup,Used Car,0
1100001565,49,Self Employee,North-east,Single,132995,Eco Car,Used Car,0
1100001566,35,Salary,Central,Single,53420,Eco Car,Used Car,0
1100001567,34,Self Employee,North-east,Single,28721,Pickup,Used Car,0
1100001568,36,Salary,North,Married,72600,Eco Car,New Car,0
1100001569,40,Salary,Central,Single,114274,Pickup,New Car,0
1100001570,34,Self Employee,North-east,Single,36329,Eco Car,Used Car,0
1100001571,26,Farmer,Central,Single,17585,Pickup,New Car,0
1100001572,37,Self Employee,North,Single,53758,Eco Car,Used Car,0
1100001573,38,Self Employee,Central,Single,54028,Eco Car,New Car,0
1100001574,29,Farmer,Central,Single,10462,SUV,Used Car,0
1100001575,33,Farmer,North,Married,74131,SUV,Used Car,0
1100001576,20,Salary,North,Single,15697,Pickup,Used Car,0
1100001577,25,Farmer,South,Married,14596,Eco Car,Used Car,0
1100001578,35,Self Employee,Central,Married,30531,Eco Car,Used Car,0
1100001579,17,Self Employee,Central,Married,15449,Eco Car,New Car,0
1100001580,29,Salary,South,Single,17873,Eco Car,Used Car,0
1100001581,24,Salary,North,Married,13201,Pickup,New Car,0
1100001582,14,Farmer,North-east,Single,15093,SUV,Used Car,0
1100001583,26,Farmer,North,Single,19934,Luxury,Used Car,1
1100001584,34,Self Employee,North-east,Single,43509,Pickup,Used Car,0
1100001585,31,Farmer,Central,Married,67488,SUV,Used Car,0
1100001586,27,Self Employee,Central,Married,18474,SUV,Used Car,0
1100001587,19,Salary,North,Married,15328,Eco Car,Used Car,0
1100001588,37,Farmer,Central,Married,65425,Luxury,Used Car,0
1100001589,50,Farmer,North,Married,112357,SUV,Used Car,0
1100001590,29,Farmer,Central,Married,15606,SUV,Used Car,1
1100001591,18,Farmer,South,Married,15970,SUV,New Car,1
1100001592,31,Farmer,South,Single,28916,Eco Car,New Car,0
1100001593,28,Salary,Central,Single,17070,Eco Car,Used Car,0
1100001594,21,Salary,Central,Married,16354,Pickup,Used Car,0
1100001595,31,Salary,Central,Married,52238,SUV,Used Car,0
1100001596,37,Self Employee,North-east,Married,39312,Eco Car,New Car,0
1100001597,27,Self Employee,Central,Married,12704,Eco Car,Used Car,0
1100001598,23,Farmer,North-east,Single,11814,SUV,New Car,1
1100001599,35,Farmer,Central,Married,54813,Eco Car,Used Car,0
1100001600,28,Farmer,Central,Married,14311,SUV,Used Car,0
1100001601,40,Farmer,North-east,Single,86518,Eco Car,Used Car,0
1100001602,35,Self Employee,North-east,Single,44650,Pickup,Used Car,0
1100001603,34,Salary,North-east,Single,30450,SUV,Used Car,1
1100001604,28,Farmer,North-east,Married,14253,Luxury,Used Car,1
1100001605,34,Salary,Central,Single,70744,SUV,New Car,0
1100001606,14,Self Employee,Central,Married,14720,Eco Car,New Car,0
1100001607,33,Salary,North-east,Single,52585,Pickup,Used Car,0
1100001608,25,Salary,Central,Married,14198,SUV,New Car,0
1100001609,29,Self Employee,South,Single,18089,SUV,Used Car,1
1100001610,26,Farmer,North,Married,14060,SUV,New Car,1
1100001611,26,Farmer,North,Married,15318,Eco Car,Used Car,0
1100001612,34,Salary,North,Single,44345,SUV,Used Car,1
1100001613,24,Farmer,Central,Married,15672,SUV,New Car,0
1100001614,37,Salary,South,Single,51366,SUV,New Car,0
1100001615,20,Farmer,North-east,Married,15630,SUV,New Car,1
1100001616,31,Farmer,North-east,Single,43865,Pickup,Used Car,0
1100001617,31,Farmer,North-east,Single,48795,SUV,Used Car,1
1100001618,28,Farmer,South,Single,17643,Pickup,Used Car,0
1100001619,27,Farmer,North-east,Married,19384,Luxury,New Car,1
1100001620,36,Salary,North-east,Single,62363,Eco Car,New Car,0
1100001621,33,Salary,North,Married,69575,Pickup,New Car,0
1100001622,25,Salary,North,Married,12167,Eco Car,New Car,0
1100001623,39,Salary,North-east,Single,43053,Pickup,Used Car,0
1100001624,21,Farmer,North-east,Single,16671,Luxury,Used Car,1
1100001625,15,Salary,North-east,Married,14473,SUV,New Car,0
1100001626,19,Salary,North-east,Single,15125,Eco Car,New Car,0
1100001627,23,Farmer,North,Single,17268,Eco Car,Used Car,0
1100001628,28,Farmer,North,Married,13848,SUV,Used Car,1
1100001629,16,Salary,North,Single,15388,Eco Car,Used Car,0
1100001630,32,Salary,Central,Single,71841,Pickup,New Car,0
1100001631,17,Farmer,North-east,Single,15988,Eco Car,New Car,0
1100001632,24,Farmer,Central,Married,11325,Eco Car,New Car,0
1100001633,32,Salary,South,Single,45817,SUV,New Car,0
1100001634,23,Salary,Central,Married,19763,Pickup,Used Car,0
1100001635,44,Farmer,Central,Married,85423,SUV,Used Car,0
1100001636,19,Salary,North,Married,14886,Luxury,Used Car,1
1100001637,24,Farmer,North,Married,13582,Pickup,Used Car,0
1100001638,20,Salary,Central,Single,14765,Pickup,New Car,0
1100001639,35,Farmer,North-east,Married,56804,Eco Car,Used Car,0
1100001640,21,Farmer,North,Married,16847,Pickup,Used Car,0
1100001641,28,Salary,Central,Single,15129,SUV,New Car,0
1100001642,30,Self Employee,North-east,Married,51581,Eco Car,Used Car,0
1100001643,49,Farmer,North,Married,132507,SUV,New Car,0
1100001644,35,Salary,Central,Single,54460,Eco Car,Used Car,0
1100001645,32,Farmer,Central,Single,59588,SUV,Used Car,0
1100001646,26,Farmer,North,Single,11405,Luxury,Used Car,1
1100001647,25,Self Employee,Central,Married,17380,Pickup,Used Car,0
1100001648,32,Self Employee,South,Married,68035,Pickup,Used Car,0
1100001649,24,Farmer,North,Single,12317,Eco Car,Used Car,0
1100001650,19,Self Employee,South,Single,14253,Eco Car,Used Car,0
1100001651,51,Farmer,South,Single,182813,Pickup,Used Car,0
1100001652,25,Self Employee,Central,Single,12742,Eco Car,Used Car,0
1100001653,30,Salary,South,Single,54283,SUV,New Car,0
1100001654,36,Salary,North,Single,59676,Pickup,Used Car,0
1100001655,49,Salary,North-east,Married,112196,Eco Car,Used Car,0
1100001656,22,Salary,North-east,Single,19167,Pickup,Used Car,0
1100001657,37,Salary,Central,Married,51978,Eco Car,Used Car,0
1100001658,31,Salary,Central,Single,72085,SUV,Used Car,0
1100001659,39,Self Employee,Central,Single,30008,Eco Car,New Car,0
1100001660,28,Self Employee,North,Single,13253,SUV,New Car,1
1100001661,36,Self Employee,North,Single,58277,Eco Car,Used Car,0
1100001662,41,Self Employee,South,Married,114171,Luxury,Used Car,0
1100001663,23,Self Employee,North-east,Married,16640,Eco Car,Used Car,0
1100001664,31,Farmer,South,Single,74075,Pickup,Used Car,0
1100001665,19,Self Employee,Central,Married,15717,Luxury,Used Car,0
1100001666,31,Salary,Central,Married,72673,Eco Car,Used Car,0
1100001667,26,Salary,North,Married,13519,SUV,New Car,1
1100001668,43,Self Employee,Central,Married,116509,Pickup,New Car,0
1100001669,23,Salary,North-east,Married,18239,SUV,Used Car,1
1100001670,28,Farmer,North-east,Single,10311,SUV,Used Car,1
1100001671,38,Farmer,South,Single,63785,Eco Car,Used Car,0
1100001672,35,Self Employee,North,Single,46811,Eco Car,New Car,0
1100001673,49,Self Employee,South,Single,93035,Eco Car,Used Car,0
1100001674,36,Farmer,Central,Single,51463,Pickup,Used Car,0
1100001675,24,Farmer,Central,Married,10271,Eco Car,Used Car,0
1100001676,26,Salary,North-east,Married,14836,Pickup,Used Car,0
1100001677,22,Self Employee,Central,Single,13542,Pickup,Used Car,0
1100001678,22,Farmer,South,Married,16982,SUV,Used Car,0
1100001679,33,Self Employee,Central,Married,26068,Pickup,New Car,0
1100001680,20,Farmer,Central,Single,14896,Eco Car,Used Car,0
1100001681,19,Farmer,North-east,Single,15793,Eco Car,New Car,0
1100001682,23,Salary,North-east,Single,12523,Eco Car,Used Car,0
1100001683,47,Farmer,North-east,Single,95424,Eco Car,New Car,0
1100001684,24,Salary,Central,Single,13017,Eco Car,Used Car,0
1100001685,26,Self Employee,North-east,Married,19637,Pickup,New Car,0
1100001686,26,Salary,Central,Single,14710,Eco Car,New Car,0
1100001687,33,Farmer,North-east,Single,25364,Eco Car,New Car,0
